Year,Month,Day,Hour,Minute,Second,HYY_EDDY233.u_star
2016,01,08,06,00,00,NaN
2016,01,08,06,30,00,NaN
2016,01,08,07,00,00,NaN
2016,01,08,07,30,00,NaN
2016,01,08,08,00,00,NaN
2016,01,08,08,30,00,NaN
2016,01,08,09,00,00,NaN
2016,01,08,09,30,00,NaN
2016,01,08,10,00,00,NaN
2016,01,08,10,30,00,NaN
2016,01,08,11,00,00,NaN
2016,01,08,11,30,00,NaN
2016,01,08,12,00,00,NaN
2016,01,08,12,30,00,NaN
2016,01,08,13,00,00,NaN
2016,01,08,13,30,00,NaN
2016,01,08,14,00,00,NaN
2016,01,08,14,30,00,NaN
2016,01,08,15,00,00,NaN
2016,01,08,15,30,00,NaN
2016,01,08,16,00,00,NaN
2016,01,08,16,30,00,NaN
2016,01,08,17,00,00,NaN
2016,01,08,17,30,00,NaN
2016,01,08,18,00,00,NaN
2016,01,08,18,30,00,NaN
2016,01,08,19,00,00,NaN
2016,01,08,19,30,00,NaN
2016,01,08,20,00,00,NaN
2016,01,08,20,30,00,NaN
2016,01,08,21,00,00,NaN
2016,01,08,21,30,00,NaN
2016,01,08,22,00,00,NaN
2016,01,08,22,30,00,NaN
2016,01,08,23,00,00,NaN
2016,01,08,23,30,00,NaN
2016,01,09,00,00,00,NaN
2016,01,09,00,30,00,NaN
2016,01,09,01,00,00,NaN
2016,01,09,01,30,00,NaN
2016,01,09,02,00,00,NaN
2016,01,09,02,30,00,NaN
2016,01,09,03,00,00,NaN
2016,01,09,03,30,00,NaN
2016,01,09,04,00,00,NaN
2016,01,09,04,30,00,NaN
2016,01,09,05,00,00,NaN
2016,01,09,05,30,00,NaN
2016,01,09,06,00,00,NaN
2016,01,09,06,30,00,NaN
2016,01,09,07,00,00,NaN
2016,01,09,07,30,00,NaN
2016,01,09,08,00,00,NaN
2016,01,09,08,30,00,NaN
2016,01,09,09,00,00,NaN
2016,01,09,09,30,00,NaN
2016,01,09,10,00,00,NaN
2016,01,09,10,30,00,NaN
2016,01,09,11,00,00,NaN
2016,01,09,11,30,00,NaN
2016,01,09,12,00,00,NaN
2016,01,09,12,30,00,NaN
2016,01,09,13,00,00,NaN
2016,01,09,13,30,00,NaN
2016,01,09,14,00,00,NaN
2016,01,09,14,30,00,NaN
2016,01,09,15,00,00,NaN
2016,01,09,15,30,00,NaN
2016,01,09,16,00,00,NaN
2016,01,09,16,30,00,NaN
2016,01,09,17,00,00,NaN
2016,01,09,17,30,00,NaN
2016,01,09,18,00,00,NaN
2016,01,09,18,30,00,NaN
2016,01,09,19,00,00,NaN
2016,01,09,19,30,00,NaN
2016,01,09,20,00,00,NaN
2016,01,09,20,30,00,NaN
2016,01,09,21,00,00,NaN
2016,01,09,21,30,00,NaN
2016,01,09,22,00,00,NaN
2016,01,09,22,30,00,NaN
2016,01,09,23,00,00,NaN
2016,01,09,23,30,00,NaN
2016,01,10,00,00,00,NaN
2016,01,10,00,30,00,NaN
2016,01,10,01,00,00,NaN
2016,01,10,01,30,00,NaN
2016,01,10,02,00,00,NaN
2016,01,10,02,30,00,NaN
2016,01,10,03,00,00,NaN
2016,01,10,03,30,00,NaN
2016,01,10,04,00,00,NaN
2016,01,10,04,30,00,NaN
2016,01,10,05,00,00,NaN
2016,01,10,05,30,00,NaN
2016,01,10,06,00,00,NaN
2016,01,10,06,30,00,NaN
2016,01,10,07,00,00,NaN
2016,01,10,07,30,00,NaN
2016,01,10,08,00,00,NaN
2016,01,10,08,30,00,NaN
2016,01,10,09,00,00,NaN
2016,01,10,09,30,00,NaN
2016,01,10,10,00,00,NaN
2016,01,10,10,30,00,NaN
2016,01,10,11,00,00,NaN
2016,01,10,11,30,00,NaN
2016,01,10,12,00,00,NaN
2016,01,10,12,30,00,NaN
2016,01,10,13,00,00,NaN
2016,01,10,13,30,00,NaN
2016,01,10,14,00,00,NaN
2016,01,10,14,30,00,NaN
2016,01,10,15,00,00,NaN
2016,01,10,15,30,00,NaN
2016,01,10,16,00,00,NaN
2016,01,10,16,30,00,NaN
2016,01,10,17,00,00,NaN
2016,01,10,17,30,00,NaN
2016,01,10,18,00,00,NaN
2016,01,10,18,30,00,NaN
2016,01,10,19,00,00,NaN
2016,01,10,19,30,00,NaN
2016,01,10,20,00,00,NaN
2016,01,10,20,30,00,NaN
2016,01,10,21,00,00,NaN
2016,01,10,21,30,00,NaN
2016,01,10,22,00,00,NaN
2016,01,10,22,30,00,NaN
2016,01,10,23,00,00,NaN
2016,01,10,23,30,00,NaN
2016,01,11,00,00,00,NaN
2016,01,11,00,30,00,NaN
2016,01,11,01,00,00,NaN
2016,01,11,01,30,00,NaN
2016,01,11,02,00,00,NaN
2016,01,11,02,30,00,NaN
2016,01,11,03,00,00,NaN
2016,01,11,03,30,00,NaN
2016,01,11,04,00,00,NaN
2016,01,11,04,30,00,NaN
2016,01,11,05,00,00,0.509
2016,01,11,05,30,00,0.469
2016,01,11,06,00,00,0.422
2016,01,11,06,30,00,0.435
2016,01,11,07,00,00,0.448
2016,01,11,07,30,00,0.522
2016,01,11,08,00,00,0.554
2016,01,11,08,30,00,0.511
2016,01,11,09,00,00,0.604
2016,01,11,09,30,00,0.589
2016,01,11,10,00,00,0.593
2016,01,11,10,30,00,0.578
2016,01,11,11,00,00,0.569
2016,01,11,11,30,00,0.648
2016,01,11,12,00,00,0.562
2016,01,11,12,30,00,0.629
2016,01,11,13,00,00,0.592
2016,01,11,13,30,00,0.518
2016,01,11,14,00,00,0.651
2016,01,11,14,30,00,0.623
2016,01,11,15,00,00,0.74
2016,01,11,15,30,00,0.703
2016,01,11,16,00,00,0.64
2016,01,11,16,30,00,0.685
2016,01,11,17,00,00,0.623
2016,01,11,17,30,00,0.71
2016,01,11,18,00,00,0.753
2016,01,11,18,30,00,0.729
2016,01,11,19,00,00,0.695
2016,01,11,19,30,00,0.694
2016,01,11,20,00,00,0.673
2016,01,11,20,30,00,0.653
2016,01,11,21,00,00,0.717
2016,01,11,21,30,00,0.728
2016,01,11,22,00,00,0.776
2016,01,11,22,30,00,0.706
2016,01,11,23,00,00,0.699
2016,01,11,23,30,00,0.775
2016,01,12,00,00,00,0.728
2016,01,12,00,30,00,0.706
2016,01,12,01,00,00,0.705
2016,01,12,01,30,00,0.657
2016,01,12,02,00,00,0.709
2016,01,12,02,30,00,0.714
2016,01,12,03,00,00,0.715
2016,01,12,03,30,00,0.693
2016,01,12,04,00,00,0.677
2016,01,12,04,30,00,0.822
2016,01,12,05,00,00,NaN
2016,01,12,05,30,00,0.829
2016,01,12,06,00,00,0.856
2016,01,12,06,30,00,0.876
2016,01,12,07,00,00,0.806
2016,01,12,07,30,00,0.966
2016,01,12,08,00,00,0.964
2016,01,12,08,30,00,0.967
2016,01,12,09,00,00,NaN
2016,01,12,09,30,00,1.059
2016,01,12,10,00,00,1.008
2016,01,12,10,30,00,NaN
2016,01,12,11,00,00,1.08
2016,01,12,11,30,00,1.033
2016,01,12,12,00,00,1.107
2016,01,12,12,30,00,1.033
2016,01,12,13,00,00,1.063
2016,01,12,13,30,00,1
2016,01,12,14,00,00,1.027
2016,01,12,14,30,00,1.015
2016,01,12,15,00,00,0.921
2016,01,12,15,30,00,0.976
2016,01,12,16,00,00,0.944
2016,01,12,16,30,00,1.073
2016,01,12,17,00,00,1.076
2016,01,12,17,30,00,1.017
2016,01,12,18,00,00,1.105
2016,01,12,18,30,00,1.071
2016,01,12,19,00,00,1.039
2016,01,12,19,30,00,1.045
2016,01,12,20,00,00,1.028
2016,01,12,20,30,00,1.11
2016,01,12,21,00,00,1.058
2016,01,12,21,30,00,1.005
2016,01,12,22,00,00,1.15
2016,01,12,22,30,00,1.166
2016,01,12,23,00,00,1.225
2016,01,12,23,30,00,1.165
2016,01,13,00,00,00,1.058
2016,01,13,00,30,00,1.108
2016,01,13,01,00,00,1.036
2016,01,13,01,30,00,1.026
2016,01,13,02,00,00,1.087
2016,01,13,02,30,00,NaN
2016,01,13,03,00,00,1.084
2016,01,13,03,30,00,1.027
2016,01,13,04,00,00,1.014
2016,01,13,04,30,00,0.956
2016,01,13,05,00,00,1.106
2016,01,13,05,30,00,0.959
2016,01,13,06,00,00,0.984
2016,01,13,06,30,00,1.233
2016,01,13,07,00,00,1.074
2016,01,13,07,30,00,1.198
2016,01,13,08,00,00,1.083
2016,01,13,08,30,00,1.058
2016,01,13,09,00,00,0.827
2016,01,13,09,30,00,0.904
2016,01,13,10,00,00,0.954
2016,01,13,10,30,00,0.91
2016,01,13,11,00,00,1.139
2016,01,13,11,30,00,1.082
2016,01,13,12,00,00,1.25
2016,01,13,12,30,00,1.038
2016,01,13,13,00,00,1.147
2016,01,13,13,30,00,1.055
2016,01,13,14,00,00,1.085
2016,01,13,14,30,00,1.107
2016,01,13,15,00,00,1.103
2016,01,13,15,30,00,0.881
2016,01,13,16,00,00,0.987
2016,01,13,16,30,00,0.966
2016,01,13,17,00,00,0.978
2016,01,13,17,30,00,1.067
2016,01,13,18,00,00,0.866
2016,01,13,18,30,00,0.95
2016,01,13,19,00,00,0.945
2016,01,13,19,30,00,NaN
2016,01,13,20,00,00,0.964
2016,01,13,20,30,00,0.879
2016,01,13,21,00,00,0.833
2016,01,13,21,30,00,0.966
2016,01,13,22,00,00,0.874
2016,01,13,22,30,00,0.874
2016,01,13,23,00,00,0.786
2016,01,13,23,30,00,0.777
2016,01,14,00,00,00,0.751
2016,01,14,00,30,00,0.803
2016,01,14,01,00,00,0.798
2016,01,14,01,30,00,0.762
2016,01,14,02,00,00,0.752
2016,01,14,02,30,00,0.725
2016,01,14,03,00,00,0.65
2016,01,14,03,30,00,0.685
2016,01,14,04,00,00,0.659
2016,01,14,04,30,00,0.659
2016,01,14,05,00,00,0.689
2016,01,14,05,30,00,0.673
2016,01,14,06,00,00,0.667
2016,01,14,06,30,00,0.665
2016,01,14,07,00,00,0.605
2016,01,14,07,30,00,0.588
2016,01,14,08,00,00,0.551
2016,01,14,08,30,00,0.537
2016,01,14,09,00,00,0.624
2016,01,14,09,30,00,0.538
2016,01,14,10,00,00,0.598
2016,01,14,10,30,00,0.579
2016,01,14,11,00,00,0.619
2016,01,14,11,30,00,0.577
2016,01,14,12,00,00,0.575
2016,01,14,12,30,00,0.537
2016,01,14,13,00,00,NaN
2016,01,14,13,30,00,0.428
2016,01,14,14,00,00,0.54
2016,01,14,14,30,00,0.426
2016,01,14,15,00,00,0.475
2016,01,14,15,30,00,0.374
2016,01,14,16,00,00,0.34
2016,01,14,16,30,00,0.357
2016,01,14,17,00,00,0.351
2016,01,14,17,30,00,0.315
2016,01,14,18,00,00,0.258
2016,01,14,18,30,00,0.317
2016,01,14,19,00,00,0.243
2016,01,14,19,30,00,0.293
2016,01,14,20,00,00,0.233
2016,01,14,20,30,00,NaN
2016,01,14,21,00,00,NaN
2016,01,14,21,30,00,NaN
2016,01,14,22,00,00,NaN
2016,01,14,22,30,00,NaN
2016,01,14,23,00,00,NaN
2016,01,14,23,30,00,0.242
2016,01,15,00,00,00,NaN
2016,01,15,00,30,00,0.337
2016,01,15,01,00,00,0.372
2016,01,15,01,30,00,0.311
2016,01,15,02,00,00,0.315
2016,01,15,02,30,00,0.278
2016,01,15,03,00,00,0.377
2016,01,15,03,30,00,0.321
2016,01,15,04,00,00,0.307
2016,01,15,04,30,00,0.395
2016,01,15,05,00,00,0.469
2016,01,15,05,30,00,0.465
2016,01,15,06,00,00,NaN
2016,01,15,06,30,00,0.478
2016,01,15,07,00,00,0.532
2016,01,15,07,30,00,0.549
2016,01,15,08,00,00,0.524
2016,01,15,08,30,00,0.559
2016,01,15,09,00,00,0.494
2016,01,15,09,30,00,0.431
2016,01,15,10,00,00,0.42
2016,01,15,10,30,00,0.323
2016,01,15,11,00,00,0.291
2016,01,15,11,30,00,0.338
2016,01,15,12,00,00,0.228
2016,01,15,12,30,00,0.222
2016,01,15,13,00,00,0.206
2016,01,15,13,30,00,0.174
2016,01,15,14,00,00,0.111
2016,01,15,14,30,00,0.132
2016,01,15,15,00,00,NaN
2016,01,15,15,30,00,NaN
2016,01,15,16,00,00,0.096
2016,01,15,16,30,00,NaN
2016,01,15,17,00,00,NaN
2016,01,15,17,30,00,NaN
2016,01,15,18,00,00,NaN
2016,01,15,18,30,00,NaN
2016,01,15,19,00,00,NaN
2016,01,15,19,30,00,NaN
2016,01,15,20,00,00,NaN
2016,01,15,20,30,00,NaN
2016,01,15,21,00,00,NaN
2016,01,15,21,30,00,NaN
2016,01,15,22,00,00,NaN
2016,01,15,22,30,00,NaN
2016,01,15,23,00,00,NaN
2016,01,15,23,30,00,NaN
2016,01,16,00,00,00,NaN
2016,01,16,00,30,00,NaN
2016,01,16,01,00,00,NaN
2016,01,16,01,30,00,NaN
2016,01,16,02,00,00,NaN
2016,01,16,02,30,00,NaN
2016,01,16,03,00,00,NaN
2016,01,16,03,30,00,NaN
2016,01,16,04,00,00,NaN
2016,01,16,04,30,00,NaN
2016,01,16,05,00,00,NaN
2016,01,16,05,30,00,NaN
2016,01,16,06,00,00,NaN
2016,01,16,06,30,00,NaN
2016,01,16,07,00,00,NaN
2016,01,16,07,30,00,NaN
2016,01,16,08,00,00,NaN
2016,01,16,08,30,00,NaN
2016,01,16,09,00,00,NaN
2016,01,16,09,30,00,NaN
2016,01,16,10,00,00,NaN
2016,01,16,10,30,00,NaN
2016,01,16,11,00,00,NaN
2016,01,16,11,30,00,NaN
2016,01,16,12,00,00,NaN
2016,01,16,12,30,00,NaN
2016,01,16,13,00,00,NaN
2016,01,16,13,30,00,NaN
2016,01,16,14,00,00,NaN
2016,01,16,14,30,00,NaN
2016,01,16,15,00,00,NaN
2016,01,16,15,30,00,NaN
2016,01,16,16,00,00,NaN
2016,01,16,16,30,00,NaN
2016,01,16,17,00,00,NaN
2016,01,16,17,30,00,NaN
2016,01,16,18,00,00,NaN
2016,01,16,18,30,00,NaN
2016,01,16,19,00,00,NaN
2016,01,16,19,30,00,NaN
2016,01,16,20,00,00,NaN
2016,01,16,20,30,00,NaN
2016,01,16,21,00,00,NaN
2016,01,16,21,30,00,NaN
2016,01,16,22,00,00,NaN
2016,01,16,22,30,00,0.311
2016,01,16,23,00,00,NaN
2016,01,16,23,30,00,NaN
2016,01,17,00,00,00,NaN
2016,01,17,00,30,00,0.356
2016,01,17,01,00,00,0.267
2016,01,17,01,30,00,NaN
2016,01,17,02,00,00,0.22
2016,01,17,02,30,00,0.194
2016,01,17,03,00,00,NaN
2016,01,17,03,30,00,NaN
2016,01,17,04,00,00,0.342
2016,01,17,04,30,00,NaN
2016,01,17,05,00,00,NaN
2016,01,17,05,30,00,NaN
2016,01,17,06,00,00,NaN
2016,01,17,06,30,00,NaN
2016,01,17,07,00,00,NaN
2016,01,17,07,30,00,0.542
2016,01,17,08,00,00,NaN
2016,01,17,08,30,00,NaN
2016,01,17,09,00,00,NaN
2016,01,17,09,30,00,NaN
2016,01,17,10,00,00,NaN
2016,01,17,10,30,00,NaN
2016,01,17,11,00,00,NaN
2016,01,17,11,30,00,NaN
2016,01,17,12,00,00,NaN
2016,01,17,12,30,00,NaN
2016,01,17,13,00,00,0.297
2016,01,17,13,30,00,0.318
2016,01,17,14,00,00,0.264
2016,01,17,14,30,00,0.276
2016,01,17,15,00,00,0.254
2016,01,17,15,30,00,0.281
2016,01,17,16,00,00,0.321
2016,01,17,16,30,00,0.479
2016,01,17,17,00,00,0.345
2016,01,17,17,30,00,0.328
2016,01,17,18,00,00,0.322
2016,01,17,18,30,00,0.317
2016,01,17,19,00,00,0.211
2016,01,17,19,30,00,0.214
2016,01,17,20,00,00,0.266
2016,01,17,20,30,00,NaN
2016,01,17,21,00,00,0.221
2016,01,17,21,30,00,NaN
2016,01,17,22,00,00,NaN
2016,01,17,22,30,00,NaN
2016,01,17,23,00,00,NaN
2016,01,17,23,30,00,NaN
2016,01,18,00,00,00,NaN
2016,01,18,00,30,00,NaN
2016,01,18,01,00,00,NaN
